user,exercise,reps,sets
User_908,Plank,12,3
User_908,Lunges,13,2
User_908,Push-Ups,14,2
User_908,Bench Press,11,4
User_908,Shoulder Press,14,4
User_909,Shoulder Press,11,3
User_909,Lunges,10,4
User_909,Tricep Dips,11,5
User_909,Lunges,6,3
User_909,Leg Press,5,4
User_910,Deadlifts,15,2
User_910,Shoulder Press,12,2
User_910,Tricep Dips,8,4
User_910,Lunges,5,3
User_910,Bicep Curls,11,2
User_911,Bench Press,14,2
User_911,Deadlifts,6,3
User_911,Deadlifts,12,2
User_911,Bench Press,7,2
User_911,Bicep Curls,6,2
User_912,Shoulder Press,6,2
User_912,Leg Press,10,2
User_912,Lunges,9,3
User_912,Lunges,15,5
User_912,Plank,8,3
User_913,Squats,11,5
User_913,Tricep Dips,12,3
User_913,Plank,7,4
User_913,Squats,12,2
User_913,Plank,9,5
User_914,Push-Ups,5,2
User_914,Bicep Curls,7,3
User_914,Tricep Dips,13,5
User_914,Deadlifts,6,3
User_914,Plank,14,2
User_915,Squats,9,4
User_915,Leg Press,7,3
User_915,Bicep Curls,10,4
User_915,Squats,12,4
User_915,Deadlifts,5,4
User_916,Push-Ups,7,3
User_916,Plank,12,4
User_916,Push-Ups,5,2
User_916,Bench Press,13,4
User_916,Shoulder Press,10,3
User_917,Lunges,10,3
User_917,Push-Ups,6,5
User_917,Shoulder Press,14,2
User_917,Tricep Dips,8,2
User_917,Lunges,6,3
User_918,Deadlifts,14,2
User_918,Squats,14,4
User_918,Bench Press,15,4
User_918,Bench Press,10,4
User_918,Leg Press,11,4
User_919,Shoulder Press,5,5
User_919,Deadlifts,8,4
User_919,Plank,12,4
User_919,Leg Press,7,3
User_919,Squats,12,4
User_920,Push-Ups,9,4
User_920,Bicep Curls,6,2
User_920,Tricep Dips,12,2
User_920,Deadlifts,5,3
User_920,Bicep Curls,10,2
User_921,Bicep Curls,14,2
User_921,Bicep Curls,7,3
User_921,Plank,5,3
User_921,Leg Press,5,3
User_921,Plank,12,5
User_922,Shoulder Press,10,5
User_922,Squats,12,5
User_922,Deadlifts,15,2
User_922,Lunges,8,4
User_922,Lunges,13,5
User_923,Leg Press,5,4
User_923,Bicep Curls,12,5
User_923,Push-Ups,6,3
User_923,Push-Ups,13,2
User_923,Lunges,5,4
User_924,Bench Press,15,5
User_924,Deadlifts,5,5
User_924,Plank,11,3
User_924,Tricep Dips,14,4
User_924,Tricep Dips,8,3
User_925,Tricep Dips,13,2
User_925,Leg Press,6,5
User_925,Plank,15,4
User_925,Deadlifts,5,3
User_925,Tricep Dips,5,5
User_926,Leg Press,12,5
User_926,Leg Press,6,5
User_926,Shoulder Press,15,3
User_926,Squats,9,4
User_926,Bicep Curls,11,2
User_927,Push-Ups,12,3
User_927,Bench Press,10,3
User_927,Plank,11,2
User_927,Bicep Curls,10,5
User_927,Leg Press,6,3
User_928,Squats,10,5
User_928,Lunges,7,2
User_928,Leg Press,9,3
User_928,Push-Ups,8,2
User_928,Tricep Dips,9,2
User_929,Leg Press,5,5
User_929,Bicep Curls,15,3
User_929,Tricep Dips,9,4
User_929,Lunges,12,5
User_929,Leg Press,13,3
User_930,Lunges,12,2
User_930,Plank,8,5
User_930,Plank,5,5
User_930,Shoulder Press,7,3
User_930,Plank,8,3
User_931,Plank,5,5
User_931,Leg Press,12,5
User_931,Bicep Curls,9,3
User_931,Bicep Curls,8,3
User_931,Bicep Curls,11,2
User_932,Tricep Dips,10,4
User_932,Bicep Curls,5,2
User_932,Push-Ups,12,2
User_932,Tricep Dips,10,3
User_932,Shoulder Press,9,3
User_933,Leg Press,9,5
User_933,Shoulder Press,5,4
User_933,Push-Ups,7,3
User_933,Tricep Dips,10,4
User_933,Lunges,11,3
User_934,Push-Ups,13,3
User_934,Push-Ups,5,5
User_934,Leg Press,11,3
User_934,Plank,15,4
User_934,Plank,11,5
User_935,Lunges,9,3
User_935,Bench Press,14,2
User_935,Tricep Dips,7,4
User_935,Plank,15,2
User_935,Leg Press,8,3
User_936,Tricep Dips,15,2
User_936,Squats,14,3
User_936,Tricep Dips,9,2
User_936,Shoulder Press,10,5
User_936,Lunges,13,2
User_937,Bench Press,10,2
User_937,Plank,11,5
User_937,Tricep Dips,9,4
User_937,Lunges,12,2
User_937,Bicep Curls,13,4
User_938,Bench Press,15,4
User_938,Tricep Dips,14,2
User_938,Lunges,10,5
User_938,Shoulder Press,15,4
User_938,Push-Ups,14,5
User_939,Bench Press,14,4
User_939,Bicep Curls,8,2
User_939,Push-Ups,5,3
User_939,Tricep Dips,8,3
User_939,Bench Press,15,5
User_940,Bench Press,8,3
User_940,Shoulder Press,14,2
User_940,Shoulder Press,9,5
User_940,Deadlifts,5,5
User_940,Bicep Curls,8,3
User_941,Tricep Dips,9,2
User_941,Tricep Dips,9,2
User_941,Tricep Dips,7,2
User_941,Bench Press,15,3
User_941,Bench Press,6,3
User_942,Plank,13,5
User_942,Bench Press,6,2
User_942,Leg Press,8,5
User_942,Squats,14,4
User_942,Plank,6,3
User_943,Bench Press,9,5
User_943,Leg Press,13,2
User_943,Leg Press,13,4
User_943,Bench Press,6,3
User_943,Leg Press,14,5
User_944,Deadlifts,15,2
User_944,Lunges,5,3
User_944,Bench Press,6,5
User_944,Plank,6,2
User_944,Bicep Curls,5,5
User_945,Plank,13,4
User_945,Bench Press,12,4
User_945,Squats,8,2
User_945,Tricep Dips,9,4
User_945,Deadlifts,12,3
User_946,Bicep Curls,10,5
User_946,Plank,8,3
User_946,Tricep Dips,12,5
User_946,Deadlifts,8,5
User_946,Deadlifts,5,4
User_947,Bench Press,6,4
User_947,Tricep Dips,8,5
User_947,Bench Press,14,4
User_947,Deadlifts,6,4
User_947,Bench Press,10,4
User_948,Bench Press,14,2
User_948,Bench Press,11,3
User_948,Squats,7,3
User_948,Shoulder Press,11,2
User_948,Deadlifts,5,4
User_949,Bench Press,14,5
User_949,Deadlifts,11,5
User_949,Tricep Dips,14,4
User_949,Tricep Dips,5,3
User_949,Deadlifts,14,5
User_950,Plank,13,3
User_950,Push-Ups,6,2
User_950,Plank,7,4
User_950,Tricep Dips,7,5
User_950,Deadlifts,14,3
User_951,Plank,8,2
User_951,Leg Press,14,5
User_951,Bench Press,7,5
User_951,Bench Press,14,2
User_951,Lunges,11,5
User_952,Bench Press,14,3
User_952,Plank,7,5
User_952,Plank,6,2
User_952,Tricep Dips,11,3
User_952,Lunges,8,2
User_953,Plank,12,3
User_953,Leg Press,6,5
User_953,Squats,5,2
User_953,Squats,13,5
User_953,Bicep Curls,14,5
User_954,Shoulder Press,14,2
User_954,Lunges,9,4
User_954,Bicep Curls,15,3
User_954,Lunges,5,3
User_954,Shoulder Press,5,2
User_955,Leg Press,8,5
User_955,Lunges,6,4
User_955,Deadlifts,10,3
User_955,Lunges,7,2
User_955,Bench Press,15,3
User_956,Lunges,13,4
User_956,Lunges,6,2
User_956,Shoulder Press,11,5
User_956,Bench Press,8,5
User_956,Plank,7,4
User_957,Lunges,6,3
User_957,Push-Ups,7,3
User_957,Tricep Dips,13,5
User_957,Push-Ups,7,4
User_957,Lunges,6,4
User_958,Bench Press,6,4
User_958,Shoulder Press,7,3
User_958,Squats,6,3
User_958,Lunges,9,5
User_958,Deadlifts,9,4
User_959,Bicep Curls,11,2
User_959,Leg Press,8,2
User_959,Bicep Curls,11,2
User_959,Shoulder Press,10,4
User_959,Squats,10,4
User_960,Plank,10,3
User_960,Leg Press,13,2
User_960,Leg Press,8,4
User_960,Squats,10,4
User_960,Squats,13,5
User_961,Squats,6,5
User_961,Squats,15,5
User_961,Deadlifts,6,2
User_961,Squats,7,4
User_961,Squats,8,4
User_962,Lunges,10,4
User_962,Shoulder Press,10,5
User_962,Shoulder Press,10,2
User_962,Leg Press,14,5
User_962,Squats,12,5
User_963,Plank,14,4
User_963,Squats,6,5
User_963,Deadlifts,13,4
User_963,Leg Press,12,4
User_963,Tricep Dips,11,3
User_964,Bicep Curls,14,2
User_964,Deadlifts,14,4
User_964,Plank,5,5
User_964,Lunges,6,4
User_964,Plank,12,2
User_965,Bicep Curls,13,4
User_965,Tricep Dips,6,5
User_965,Leg Press,7,5
User_965,Bicep Curls,13,2
User_965,Lunges,7,5
User_966,Plank,9,3
User_966,Leg Press,14,2
User_966,Bicep Curls,8,5
User_966,Plank,13,2
User_966,Leg Press,9,3
User_967,Lunges,5,3
User_967,Leg Press,10,5
User_967,Squats,15,3
User_967,Leg Press,6,4
User_967,Deadlifts,11,2
User_968,Leg Press,9,5
User_968,Lunges,10,3
User_968,Bench Press,15,5
User_968,Leg Press,12,4
User_968,Deadlifts,8,2
User_969,Leg Press,11,2
User_969,Bicep Curls,15,5
User_969,Tricep Dips,15,3
User_969,Deadlifts,13,4
User_969,Leg Press,9,5
User_970,Tricep Dips,12,3
User_970,Lunges,15,5
User_970,Push-Ups,8,3
User_970,Lunges,12,3
User_970,Leg Press,14,2
User_971,Squats,9,4
User_971,Lunges,8,4
User_971,Bench Press,11,4
User_971,Bicep Curls,15,2
User_971,Bench Press,6,3
User_972,Bicep Curls,11,3
User_972,Push-Ups,6,3
User_972,Plank,14,3
User_972,Plank,14,2
User_972,Bench Press,5,3
User_973,Deadlifts,13,4
User_973,Push-Ups,12,2
User_973,Push-Ups,15,2
User_973,Lunges,15,5
User_973,Deadlifts,6,2
User_974,Bench Press,15,3
User_974,Squats,10,3
User_974,Lunges,5,4
User_974,Squats,14,4
User_974,Push-Ups,6,2
User_975,Tricep Dips,8,3
User_975,Shoulder Press,9,4
User_975,Lunges,11,2
User_975,Bicep Curls,15,2
User_975,Shoulder Press,6,3
User_976,Squats,7,5
User_976,Lunges,8,5
User_976,Squats,15,4
User_976,Leg Press,7,2
User_976,Bench Press,5,4
User_977,Deadlifts,12,3
User_977,Squats,5,2
User_977,Squats,6,4
User_977,Bicep Curls,11,4
User_977,Tricep Dips,12,5
User_978,Leg Press,15,2
User_978,Lunges,15,5
User_978,Plank,5,5
User_978,Bench Press,12,2
User_978,Bicep Curls,10,4
User_979,Shoulder Press,12,4
User_979,Tricep Dips,7,4
User_979,Plank,7,2
User_979,Shoulder Press,13,3
User_979,Bicep Curls,6,5
User_980,Bench Press,5,2
User_980,Push-Ups,7,2
User_980,Squats,12,4
User_980,Plank,6,4
User_980,Bicep Curls,7,5
User_981,Leg Press,7,4
User_981,Deadlifts,5,4
User_981,Squats,15,3
User_981,Plank,6,4
User_981,Deadlifts,12,4
User_982,Tricep Dips,8,2
User_982,Lunges,9,4
User_982,Bench Press,8,3
User_982,Squats,5,2
User_982,Bicep Curls,14,2
User_983,Tricep Dips,12,3
User_983,Plank,15,3
User_983,Bench Press,12,4
User_983,Tricep Dips,9,3
User_983,Bench Press,9,2
User_984,Leg Press,13,3
User_984,Lunges,14,4
User_984,Leg Press,13,5
User_984,Bench Press,7,5
User_984,Bench Press,12,5
User_985,Lunges,11,3
User_985,Leg Press,9,5
User_985,Bicep Curls,11,4
User_985,Squats,11,3
User_985,Bicep Curls,15,2
User_986,Bench Press,12,4
User_986,Bicep Curls,6,2
User_986,Squats,15,3
User_986,Deadlifts,9,5
User_986,Deadlifts,8,5
User_987,Leg Press,13,4
User_987,Deadlifts,15,4
User_987,Deadlifts,6,3
User_987,Squats,13,3
User_987,Deadlifts,14,3
User_988,Plank,11,4
User_988,Push-Ups,11,5
User_988,Squats,11,4
User_988,Deadlifts,5,2
User_988,Leg Press,15,3
User_989,Deadlifts,8,3
User_989,Tricep Dips,8,5
User_989,Plank,10,2
User_989,Squats,10,2
User_989,Bicep Curls,15,2
User_990,Leg Press,13,2
User_990,Deadlifts,6,2
User_990,Squats,14,2
User_990,Push-Ups,5,5
User_990,Shoulder Press,7,4
User_991,Push-Ups,9,2
User_991,Squats,8,2
User_991,Deadlifts,15,4
User_991,Leg Press,6,2
User_991,Deadlifts,13,3
User_992,Plank,13,3
User_992,Deadlifts,15,4
User_992,Deadlifts,9,5
User_992,Deadlifts,7,3
User_992,Push-Ups,7,4
User_993,Bicep Curls,14,3
User_993,Leg Press,6,2
User_993,Plank,6,5
User_993,Push-Ups,12,2
User_993,Bench Press,6,4
User_994,Lunges,14,5
User_994,Bicep Curls,7,4
User_994,Shoulder Press,12,4
User_994,Shoulder Press,12,2
User_994,Shoulder Press,10,4
User_995,Tricep Dips,5,2
User_995,Shoulder Press,11,5
User_995,Leg Press,14,2
User_995,Shoulder Press,14,2
User_995,Bicep Curls,5,3
User_996,Shoulder Press,13,5
User_996,Bicep Curls,11,4
User_996,Lunges,11,2
User_996,Squats,12,4
User_996,Squats,8,4
User_997,Bicep Curls,12,5
User_997,Deadlifts,14,2
User_997,Squats,6,4
User_997,Squats,11,2
User_997,Leg Press,8,4
User_998,Bicep Curls,7,5
User_998,Push-Ups,5,3
User_998,Leg Press,6,3
User_998,Leg Press,13,5
User_998,Bench Press,11,4
User_999,Tricep Dips,14,5
User_999,Bench Press,15,5
User_999,Push-Ups,7,2
User_999,Tricep Dips,15,4
User_999,Deadlifts,11,3
User_1000,Squats,7,5
User_1000,Tricep Dips,8,4
User_1000,Bicep Curls,14,5
User_1000,Deadlifts,11,5
User_1000,Push-Ups,6,4
User_1001,Bench Press,5,5
User_1001,Bicep Curls,11,5
User_1001,Bench Press,5,4
User_1001,Shoulder Press,10,2
User_1001,Push-Ups,12,4
User_1002,Tricep Dips,7,3
User_1002,Squats,12,5
User_1002,Shoulder Press,7,3
User_1002,Deadlifts,7,5
User_1002,Deadlifts,5,3
User_1003,Lunges,7,4
User_1003,Lunges,5,3
User_1003,Push-Ups,12,3
User_1003,Tricep Dips,8,3
User_1003,Bicep Curls,8,5
User_1004,Shoulder Press,6,4
User_1004,Squats,10,2
User_1004,Bicep Curls,15,3
User_1004,Shoulder Press,14,2
User_1004,Tricep Dips,7,5
User_1005,Tricep Dips,14,5
User_1005,Tricep Dips,13,2
User_1005,Tricep Dips,13,5
User_1005,Squats,10,4
User_1005,Shoulder Press,7,5
User_1006,Push-Ups,13,5
User_1006,Shoulder Press,15,4
User_1006,Lunges,10,4
User_1006,Plank,14,3
User_1006,Leg Press,13,5
User_1007,Deadlifts,10,4
User_1007,Tricep Dips,10,5
User_1007,Squats,13,2
User_1007,Tricep Dips,13,4
User_1007,Shoulder Press,6,3
User_1008,Deadlifts,13,3
User_1008,Plank,14,4
User_1008,Bench Press,10,2
User_1008,Bench Press,12,2
User_1008,Deadlifts,10,2
User_1009,Deadlifts,9,4
User_1009,Plank,15,4
User_1009,Bicep Curls,11,5
User_1009,Plank,8,2
User_1009,Shoulder Press,8,2
User_1010,Squats,7,3
User_1010,Squats,15,3
User_1010,Bicep Curls,5,4
User_1010,Deadlifts,8,3
User_1010,Plank,10,5
User_1011,Shoulder Press,9,4
User_1011,Plank,11,5
User_1011,Squats,12,2
User_1011,Plank,5,2
User_1011,Deadlifts,10,3
User_1012,Leg Press,14,2
User_1012,Push-Ups,5,3
User_1012,Leg Press,11,5
User_1012,Squats,14,3
User_1012,Deadlifts,8,3
User_1013,Bicep Curls,15,2
User_1013,Shoulder Press,13,4
User_1013,Leg Press,15,5
User_1013,Bicep Curls,11,3
User_1013,Squats,7,2
User_1014,Shoulder Press,14,3
User_1014,Shoulder Press,15,3
User_1014,Shoulder Press,7,5
User_1014,Push-Ups,13,2
User_1014,Plank,9,3
User_1015,Push-Ups,8,3
User_1015,Bicep Curls,5,2
User_1015,Tricep Dips,14,2
User_1015,Bicep Curls,15,5
User_1015,Shoulder Press,9,2
User_1016,Deadlifts,5,4
User_1016,Tricep Dips,6,5
User_1016,Shoulder Press,8,5
User_1016,Deadlifts,7,4
User_1016,Squats,9,4
User_1017,Lunges,14,5
User_1017,Bicep Curls,9,3
User_1017,Lunges,11,5
User_1017,Tricep Dips,14,4
User_1017,Bicep Curls,5,2
User_1018,Shoulder Press,8,2
User_1018,Push-Ups,14,5
User_1018,Lunges,10,5
User_1018,Bench Press,14,3
User_1018,Tricep Dips,12,2
User_1019,Leg Press,15,5
User_1019,Lunges,9,4
User_1019,Deadlifts,13,5
User_1019,Deadlifts,12,2
User_1019,Deadlifts,7,3
User_1020,Tricep Dips,13,4
User_1020,Bicep Curls,13,3
User_1020,Deadlifts,10,3
User_1020,Plank,10,4
User_1020,Bicep Curls,11,4
User_1021,Bicep Curls,9,4
User_1021,Push-Ups,14,2
User_1021,Shoulder Press,10,4
User_1021,Deadlifts,11,2
User_1021,Plank,14,5
User_1022,Plank,5,5
User_1022,Plank,5,2
User_1022,Bicep Curls,14,5
User_1022,Tricep Dips,5,4
User_1022,Bicep Curls,14,2
User_1023,Plank,15,2
User_1023,Leg Press,11,2
User_1023,Tricep Dips,5,2
User_1023,Tricep Dips,10,2
User_1023,Plank,7,3
User_1024,Plank,6,3
User_1024,Bicep Curls,13,2
User_1024,Shoulder Press,5,4
User_1024,Push-Ups,12,5
User_1024,Squats,11,5
User_1025,Tricep Dips,5,5
User_1025,Squats,5,5
User_1025,Bench Press,11,5
User_1025,Leg Press,5,5
User_1025,Bench Press,14,3
User_1026,Push-Ups,5,4
User_1026,Tricep Dips,12,2
User_1026,Push-Ups,12,5
User_1026,Bench Press,9,2
User_1026,Leg Press,11,4
User_1027,Bicep Curls,15,2
User_1027,Shoulder Press,11,3
User_1027,Push-Ups,6,5
User_1027,Lunges,15,3
User_1027,Leg Press,7,4
User_1028,Bench Press,11,2
User_1028,Lunges,6,2
User_1028,Bicep Curls,5,2
User_1028,Leg Press,8,2
User_1028,Bench Press,10,2
User_1029,Leg Press,12,5
User_1029,Shoulder Press,8,5
User_1029,Shoulder Press,8,4
User_1029,Squats,11,2
User_1029,Bicep Curls,5,5
User_1030,Squats,12,3
User_1030,Shoulder Press,12,5
User_1030,Deadlifts,15,4
User_1030,Squats,15,3
User_1030,Deadlifts,6,5
User_1031,Leg Press,5,5
User_1031,Lunges,13,3
User_1031,Squats,7,3
User_1031,Leg Press,7,5
User_1031,Bicep Curls,7,4
User_1032,Tricep Dips,15,5
User_1032,Plank,8,4
User_1032,Plank,13,5
User_1032,Tricep Dips,5,2
User_1032,Lunges,10,3
User_1033,Deadlifts,8,5
User_1033,Bench Press,14,5
User_1033,Bench Press,6,2
User_1033,Push-Ups,7,3
User_1033,Deadlifts,11,5
User_1034,Plank,11,5
User_1034,Push-Ups,9,3
User_1034,Squats,12,4
User_1034,Leg Press,11,5
User_1034,Squats,8,3
User_1035,Deadlifts,10,5
User_1035,Bench Press,11,5
User_1035,Push-Ups,5,2
User_1035,Bicep Curls,14,5
User_1035,Plank,12,2
User_1036,Bicep Curls,13,5
User_1036,Leg Press,6,2
User_1036,Plank,9,2
User_1036,Leg Press,13,3
User_1036,Lunges,15,4
User_1037,Push-Ups,9,2
User_1037,Plank,10,4
User_1037,Deadlifts,14,3
User_1037,Lunges,11,5
User_1037,Leg Press,11,2
User_1038,Deadlifts,15,2
User_1038,Squats,8,3
User_1038,Leg Press,15,4
User_1038,Bench Press,11,4
User_1038,Tricep Dips,15,3
User_1039,Leg Press,15,3
User_1039,Lunges,6,3
User_1039,Bicep Curls,13,4
User_1039,Bicep Curls,9,4
User_1039,Shoulder Press,15,4
User_1040,Plank,8,5
User_1040,Bench Press,8,5
User_1040,Squats,7,3
User_1040,Push-Ups,14,4
User_1040,Deadlifts,5,5
User_1041,Shoulder Press,6,3
User_1041,Push-Ups,6,5
User_1041,Plank,6,2
User_1041,Push-Ups,10,3
User_1041,Deadlifts,11,4
User_1042,Bicep Curls,14,2
User_1042,Deadlifts,12,5
User_1042,Push-Ups,6,3
User_1042,Bicep Curls,8,3
User_1042,Leg Press,15,5
User_1043,Deadlifts,9,2
User_1043,Leg Press,13,2
User_1043,Squats,15,3
User_1043,Shoulder Press,8,5
User_1043,Leg Press,8,3
User_1044,Push-Ups,10,3
User_1044,Bicep Curls,10,2
User_1044,Bicep Curls,13,2
User_1044,Squats,10,3
User_1044,Bench Press,8,2
User_1045,Bicep Curls,11,5
User_1045,Push-Ups,10,4
User_1045,Plank,11,4
User_1045,Deadlifts,10,4
User_1045,Lunges,6,5
User_1046,Bicep Curls,7,5
User_1046,Shoulder Press,13,4
User_1046,Deadlifts,11,5
User_1046,Plank,8,3
User_1046,Leg Press,6,2
User_1047,Leg Press,9,5
User_1047,Push-Ups,9,2
User_1047,Shoulder Press,9,4
User_1047,Shoulder Press,9,3
User_1047,Leg Press,14,2
User_1048,Lunges,13,2
User_1048,Tricep Dips,12,2
User_1048,Deadlifts,11,5
User_1048,Squats,12,2
User_1048,Push-Ups,10,3
User_1049,Squats,9,3
User_1049,Bench Press,6,2
User_1049,Push-Ups,9,4
User_1049,Squats,11,4
User_1049,Push-Ups,10,2
User_1050,Bicep Curls,13,5
User_1050,Shoulder Press,7,2
User_1050,Tricep Dips,15,4
User_1050,Plank,8,4
User_1050,Plank,13,4
User_1051,Deadlifts,15,2
User_1051,Push-Ups,14,5
User_1051,Bicep Curls,7,3
User_1051,Bench Press,10,3
User_1051,Tricep Dips,5,2
User_1052,Plank,12,4
User_1052,Lunges,6,5
User_1052,Bicep Curls,5,5
User_1052,Push-Ups,14,3
User_1052,Plank,15,5
User_1053,Lunges,6,4
User_1053,Shoulder Press,15,4
User_1053,Plank,6,4
User_1053,Leg Press,9,3
User_1053,Lunges,9,4
User_1054,Bicep Curls,12,2
User_1054,Lunges,13,4
User_1054,Shoulder Press,12,4
User_1054,Tricep Dips,15,5
User_1054,Shoulder Press,5,5
User_1055,Push-Ups,11,5
User_1055,Push-Ups,7,2
User_1055,Squats,11,2
User_1055,Bench Press,9,2
User_1055,Squats,5,2
User_1056,Plank,6,3
User_1056,Plank,13,5
User_1056,Lunges,5,5
User_1056,Push-Ups,8,3
User_1056,Tricep Dips,9,3
User_1057,Lunges,11,3
User_1057,Deadlifts,9,2
User_1057,Lunges,7,4
User_1057,Plank,13,4
User_1057,Leg Press,10,4
User_1058,Shoulder Press,8,5
User_1058,Tricep Dips,5,5
User_1058,Plank,13,3
User_1058,Deadlifts,8,3
User_1058,Lunges,12,2
User_1059,Deadlifts,11,5
User_1059,Push-Ups,12,5
User_1059,Tricep Dips,15,3
User_1059,Plank,13,2
User_1059,Leg Press,7,2
User_1060,Plank,11,2
User_1060,Bench Press,13,3
User_1060,Tricep Dips,11,5
User_1060,Squats,13,5
User_1060,Tricep Dips,14,3
User_1061,Squats,7,3
User_1061,Squats,12,4
User_1061,Lunges,10,5
User_1061,Tricep Dips,6,3
User_1061,Shoulder Press,5,2
User_1062,Push-Ups,12,5
User_1062,Bench Press,14,5
User_1062,Deadlifts,13,2
User_1062,Bicep Curls,10,2
User_1062,Lunges,15,2
User_1063,Bicep Curls,8,3
User_1063,Bicep Curls,13,5
User_1063,Tricep Dips,12,3
User_1063,Lunges,10,2
User_1063,Deadlifts,8,4
User_1064,Tricep Dips,10,4
User_1064,Leg Press,6,5
User_1064,Squats,5,5
User_1064,Lunges,7,5
User_1064,Bench Press,10,4
User_1065,Bench Press,7,3
User_1065,Push-Ups,13,5
User_1065,Squats,8,5
User_1065,Bench Press,15,2
User_1065,Shoulder Press,14,2
User_1066,Bench Press,8,3
User_1066,Shoulder Press,10,4
User_1066,Shoulder Press,12,4
User_1066,Bench Press,14,5
User_1066,Leg Press,12,5
User_1067,Lunges,8,2
User_1067,Plank,8,5
User_1067,Squats,5,5
User_1067,Leg Press,6,2
User_1067,Push-Ups,5,4
User_1068,Shoulder Press,13,4
User_1068,Deadlifts,8,2
User_1068,Plank,13,3
User_1068,Plank,6,5
User_1068,Tricep Dips,5,3
User_1069,Bench Press,11,4
User_1069,Bench Press,5,2
User_1069,Deadlifts,6,5
User_1069,Lunges,8,3
User_1069,Plank,11,5
User_1070,Shoulder Press,10,4
User_1070,Shoulder Press,11,3
User_1070,Plank,14,3
User_1070,Push-Ups,9,5
User_1070,Bicep Curls,10,4
User_1071,Leg Press,8,3
User_1071,Plank,7,4
User_1071,Push-Ups,12,3
User_1071,Lunges,8,2
User_1071,Bench Press,15,5
User_1072,Push-Ups,8,2
User_1072,Deadlifts,14,2
User_1072,Bench Press,10,5
User_1072,Bicep Curls,10,5
User_1072,Plank,15,2
User_1073,Squats,8,4
User_1073,Lunges,6,3
User_1073,Plank,8,3
User_1073,Lunges,13,4
User_1073,Squats,8,2
User_1074,Lunges,11,5
User_1074,Bicep Curls,10,3
User_1074,Squats,10,4
User_1074,Shoulder Press,5,3
User_1074,Plank,5,5
User_1075,Shoulder Press,8,4
User_1075,Tricep Dips,13,3
User_1075,Leg Press,12,3
User_1075,Tricep Dips,15,5
User_1075,Leg Press,6,4
User_1076,Lunges,11,4
User_1076,Push-Ups,5,4
User_1076,Lunges,13,2
User_1076,Bench Press,14,3
User_1076,Bicep Curls,12,4
User_1077,Bicep Curls,11,3
User_1077,Deadlifts,15,2
User_1077,Bench Press,15,5
User_1077,Leg Press,11,4
User_1077,Lunges,15,5
User_1078,Deadlifts,15,5
User_1078,Plank,14,3
User_1078,Leg Press,8,3
User_1078,Bench Press,12,4
User_1078,Plank,8,3
User_1079,Deadlifts,11,2
User_1079,Push-Ups,10,5
User_1079,Squats,14,3
User_1079,Bicep Curls,13,2
User_1079,Squats,5,3
User_1080,Leg Press,5,5
User_1080,Push-Ups,10,5
User_1080,Plank,15,4
User_1080,Lunges,6,4
User_1080,Plank,7,4
User_1081,Plank,12,4
User_1081,Deadlifts,9,2
User_1081,Shoulder Press,13,4
User_1081,Shoulder Press,8,5
User_1081,Push-Ups,7,2
User_1082,Push-Ups,9,5
User_1082,Shoulder Press,14,3
User_1082,Tricep Dips,14,4
User_1082,Leg Press,10,4
User_1082,Tricep Dips,13,5
User_1083,Bicep Curls,6,4
User_1083,Leg Press,14,2
User_1083,Lunges,13,3
User_1083,Shoulder Press,11,3
User_1083,Squats,5,4
User_1084,Bicep Curls,6,2
User_1084,Push-Ups,10,4
User_1084,Squats,13,2
User_1084,Squats,14,3
User_1084,Bench Press,9,5
User_1085,Tricep Dips,5,4
User_1085,Bench Press,6,3
User_1085,Tricep Dips,13,3
User_1085,Tricep Dips,8,5
User_1085,Plank,7,3
User_1086,Push-Ups,9,2
User_1086,Squats,11,4
User_1086,Squats,15,2
User_1086,Lunges,8,2
User_1086,Leg Press,15,4
User_1087,Plank,15,5
User_1087,Bicep Curls,15,5
User_1087,Bicep Curls,9,4
User_1087,Push-Ups,13,4
User_1087,Bicep Curls,13,2
User_1088,Deadlifts,6,2
User_1088,Squats,12,2
User_1088,Tricep Dips,9,4
User_1088,Shoulder Press,14,4
User_1088,Bench Press,15,3
User_1089,Plank,10,3
User_1089,Deadlifts,8,2
User_1089,Bench Press,10,5
User_1089,Squats,12,4
User_1089,Deadlifts,11,5
User_1090,Tricep Dips,5,4
User_1090,Lunges,5,5
User_1090,Deadlifts,10,3
User_1090,Squats,5,5
User_1090,Push-Ups,11,3
User_1091,Bench Press,8,3
